input,output
Are you glad you choose to buy a German Australian Shepherd and not another breed?,['German Australian Shepherd <> dog breed']
What lovely gift ideas! ! Thanks for sharing them. I know. I want to make the diffuser bracelet. I’ve looked and haven’t found the right kind of beads yet.,"['gift <> tangible object', 'diffuser bracelet <> wearable item', 'beads <> crafting material']"
Why Choose a German Australian Shepherd? What type of owners buy a German Australian Shepherd?,"['German Australian Shepherd <> dog breed', 'owners <> human role']"
The Union has taken the Council to task over its handling of the matter whereby learners are expected to re-write an examination at short notice.,"['Union <> organization', 'Council <> organization', 'learners <> group of people', 'examination <> assessment', 'short notice <> time frame']"
"In the letter, the Union criticised the Council’s decision to cancel the examination and demanded a report on the extent of the alleged breach.","['the Union <> Organization', 'the Council <> Organization', 'the examination <> Event', 'the alleged breach <> Issue']"
Is the German Australian Shepherd breed of dog suitable for first-time dog owners?,"['German Australian Shepherd <> Dog Breed', 'First-time dog owners <> Dog Owner']"
"Service for video conferences, meetings, demonstrations, meetings, presentations and brainstorming.","['Service for video conferences <> Communication tool', 'Meetings <> Event', 'Demonstrations <> Presentation', 'Presentations <> Display of information', 'Brainstorming <> Idea generation']"
What types of questions do you get once owners get their German Australian Shepherd home?,"['German Australian Shepherd <> breed', 'owners <> people', 'questions <> inquiry']"
Why do you think the German Australian Shepherd is special? What are your favourite things about the German Australian Shepherd?,"['German Australian Shepherd <> dog breed', 'favourite things <> preference/liking']"
"We may, at our discretion, choose not to accept your order for any reason whatsoever without any liability to you. Once the order has been processed, a shipping confirmation e-mail will be sent with all relevant information about your order and these Terms and Conditions.","['discretion <> decision-making', 'order <> purchase', 'liability <> responsibility', 'shipping confirmation e-mail <> notification', 'Terms and Conditions <> legal agreement']"
You should keep a copy of these Terms and Conditions for future reference. Please note that all orders placed by you are subject to acceptance by us.,"['Terms and Conditions <> Legal document', 'you <> Second person pronoun', 'orders <> Action', 'us <> Company/organization']"
"WOW! What a different array of lovely gifts. I am especially intrigued by the diffuser beads, wool dryer balls and the cornstarch ornaments.","['diffuser beads <> home fragrance products', 'wool dryer balls <> laundry products', 'cornstarch ornaments <> holiday decorations']"
"According to Channel Nine, the consulates of Britain, the United States, India, Indonesia, South Korea, Germany, Italy, Switzerland, Pakistan Â and Greece were all believed to have been affected.","['Channel Nine <> media outlet', 'Britain <> country', 'The United States <> country', 'India <> country', 'Indonesia <> country', 'South Korea <> country', 'Germany <> country', 'Italy <> country', 'Switzerland <> country', 'Pakistan <> country', 'Greece <> country']"
"The Alsen Stationary Living Room Group by Benchcraft at Value City Furniture in the New Jersey, NJ, Staten Island, Hoboken area. Product availability may vary. Contact us for the most current availability on this product.","['Alsen Stationary Living Room Group <> Furniture Product', 'Benchcraft <> Furniture Brand', 'Value City Furniture <> Furniture Store', 'New Jersey, NJ <> Geographic Location', 'Staten Island <> Geographic Location', 'Hoboken <> Geographic Location']"
The following terms and conditions are valid between you and Sunnei S. r. l. (Reg No: IT09090260960) and apply to all use of and orders placed on Sunnei website sunnei.,"['Sunnei S. r. l. <> Organization', 'Sunnei website <> Website', 'Terms and conditions <> Agreement', 'Reg No: IT09090260960 <> Registration Number', 'Orders placed <> Action']"
"The SANC circular, dated 12 June 2017, had communicated that while investigations were ongoing, the first year examinations for the Bridging Course written on 5 and 8 May 2017 are now null and void and learners would have to re-write the examination on 28 and 30 June 2017.","['SANC circular <> Organization', 'Bridging Course <> Educational Program', 'examinations <> Event', 'learners <> Group of people', 're-write <> Action']"
What does the German Australian Shepherd look like? What are the pros/cons of the German Australian Shepherd breed?,"['German Australian Shepherd <> dog breed', 'Pros/Cons <> dog breed traits']"
The Health and Other Service Personnel Trade Union of South Africa (Hospersa) has raised concerns with the South African African Nursing Council (SANC) over its decision to cancel Bridging Course examinations due to alleged leaking of the exam paper.,"['The Health and Other Service Personnel Trade Union of South Africa (Hospersa) <> Trade Union', 'South African African Nursing Council (SANC) <> Nursing Council', 'Bridging Course examinations <> Exam', 'exam paper <> Test material']"
"Sunnei goal is to describe the products at the Website as correctly as possible. However, please note that due to the color settings of your computer, the colors of the products shown in the pictures on the Website can differ somewhat from their actual colors.","['Sunnei <> Organization', 'Website <> Platform', 'color settings <> Attribute', 'products <> Object', 'pictures <> Object', 'colors <> Attribute', 'actual colors <> Attribute']"
"Really, you can’t? I had never heard of that. Lovely round-up! Thanks for sharing with us at Mommy Monday! I feel like I’m being pampered just looking at this post.","['Mommy Monday <> Event/Activity', 'Lovely round-up <> Compliment', 'pampered <> Feeling', 'post <> Object']"
"If sound design, ambience and music is more your thing, then you’ll want to have a read of this: The Assembly: in VR, hearing is believing.","['sound design <> creative work', 'ambience <> environmental element', 'music <> artistic work', 'The Assembly <> virtual reality experience', 'VR <> technology']"
"Some breeds can be described as greedy and prone to weight issues, would this apply to the German Australian Shepherd?","['breeds <> animal breed', 'greedy <> personality trait', 'weight issues <> health issue', 'German Australian Shepherd <> dog breed']"
What type of typical personality does the German Australian Shepherd have? Is it possible to describe a fairly typical German Australian Shepherd?,"['German Australian Shepherd <> dog breed', 'personality <> trait/behavior']"
"Guys love homemade gifts as well. I have a friend who makes wine as a gift, as well as amazing wood work that anyone would love.","['Guys <> demographic', 'homemade gifts <> gift idea', 'friend <> personal relationship', 'wine <> gift idea', 'wood work <> gift idea', 'anyone <> demographic']"
We would love to feature your dog and publish any photos or pictures of your German Australian Shepherd you would like to email us.,"['dog <> animal', 'German Australian Shepherd <> dog breed', 'photos <> image', 'pictures <> image', 'email <> communication']"
"Send the racists into service through groups like the Peace Corps or USAID and have them help people in Africa, Asia, and other countries where perhaps these people start to realize they can fit in with others in a positive way.","['racists <> person/group with negative beliefs about race/ethnicity', 'service <> action/activity', 'groups <> organization/community', 'Peace Corps <> organization/community', 'USAID <> organization/community', 'Africa <> continent/geographic location', 'Asia <> continent/geographic location', 'countries <> geographic location', 'positive way <> emotion/feeling']"
"Welcome to our guide to the German Australian Shepherd. The German Australian Shepherd is a mix of two different breeds, the German Shepherd and the Australian Shepherd.","['German Australian Shepherd <> breed mix', 'German Shepherd <> dog breed', 'Australian Shepherd <> dog breed']"
"What breed group does the German Australian Shepherd come under? Are there some types of people that you can suggest the German Australian Shepherd is not suitable for, perhaps families?","['German Australian Shepherd <> dog breed', 'breed group <> dog category', 'people <> human type', 'families <> human type']"
"What is the typical temperament of a German Australian Shepherd, so people know what to expect from their new pet?","['German Australian Shepherd <> dog breed', 'temperament <> dog behavior']"
Please inform yourself about the applying version of Terms and Conditions before submitting your order. Please note that the terms and conditions valid for your order is always the terms and conditions that you have read and accepted before you have placed your order and not a later version.,"['Terms and Conditions <> Legal document', 'order <> Commercial transaction', 'version <> Document version', 'submitting <> Action', 'Please note <> Attention getter', 'valid <> Legal term', 'read <> Action', 'accepted <> Action', 'later version <> Document version']"
"Also available with dual SIM card slot. We don't claim information of Motorola RAZR D3 mentioned above is 100% correct, there is always a chance of admitting a mistake. We mostly collect info through manufacturers official website and well reputed sources from internet.","['dual SIM card slot <> feature', 'Motorola RAZR D3 <> product', 'manufacturers official website <> source', 'internet <> source']"
Kelly you have lovely presentation! These gifts look so attractive and interesting! My nose just want’s to smell them all!,"['Kelly <> Person', 'presentation <> Event/Activity', 'gifts <> Object', 'attractive <> Adjective', 'interesting <> Adjective', 'nose <> Body Part', 'smell <> Sense']"
"How to handle the German Australian Shepherd puppy to start off – how much food, what type, how often?","['German Australian Shepherd puppy <> breed', 'food <> nutrition', 'how often <> frequency']"
"Love, love, love seeing so many going organic. You forgot to include the link. Kelly, I just wanted to tell you I love your blog, I love this post so much, I had to share it on my pinter estate and fb, you always have great things to share.","['organic <> Food & Beverage', 'Kelly <> Person', 'blog <> Media & Entertainment', 'post <> Media & Entertainment', 'pinterest <> Social Media', 'facebook <> Social Media']"
"Online service for organizing web conferences, sharing videos, photos and documents. The service to run video conferencing and collaboration. A tool for organizing online conferences and meetings that allows people to communicate with each other.","['Online service <> Web Conferencing Platform', 'Videos <> Multimedia Content', 'Photos <> Multimedia Content', 'Documents <> Digital Content', 'Video conferencing <> Communication Technology', 'Collaboration <> Work Process', 'Online conferences <> Virtual Meetings', 'Meetings <> Business Process']"
Now I am trying to think of who I can BEG to make me a few! THIS IS AWESOME! ! Thank you! ! Pinned this to our #MMBH board to save for later.,"['#MMBH board <> Social media hashtag', 'AWESOME <> Emotion', 'Thank you <> Expression of gratitude', 'few <> Quantity', 'BEG <> Request']"
"So, no short cuts here, but you definitely can make soap 3 weeks out and have wonderful hard bars that people will “ooh” and “ahh” over.","['soap <> product', '3 weeks <> time frame', 'hard bars <> product', 'people <> group', '“ooh” and “ahh” <> expression']"
How would you describe the German Australian Shepherd puppy to potential new owners?,"['German Australian Shepherd <> Dog breed', 'new owners <> Potential adopters']"
What is the breed standard/description for the German Australian Shepherd? Are there any downsides to owning a German Australian Shepherd that prospective owners should be aware of?,"['German Australian Shepherd <> Dog breed', 'breed standard <> Dog standard', 'downsides <> Negative aspects']"
Some owners seek a breed suitable for barking and offering a guard dog role – how does the German Australian Shepherd match up to that role?,"['owners <> person/role', 'breed <> animal/breed', 'barking <> sound/action', 'guard dog <> animal/role', 'German Australian Shepherd <> animal/breed']"
"CareCredit is a third-party financing company that helps your family afford comprehensive, personalized dentistry by providing no- and low-interest payment plans. Compassionate Finance is an easy to understand finance option that anyone can get approved for.","['CareCredit <> Financing Company', 'Compassionate Finance <> Finance Option']"
When fully grown how much on average does a German Australian Shepherd weigh? When the German Australian Shepherd is full grown in size what is the maximum height and length expected to be?,"['German Australian Shepherd <> dog breed', 'weight <> physical attribute', 'maximum height <> physical attribute', 'length <> physical attribute']"
Give us an idea about your logo and your business and we will design it.,"['logo <> visual representation', 'business <> commercial venture']"
"Joanne’s short film, Under The Tree, which aired on April 5 at 9pm on Channel U and is part of an incubator project, is about two childhood friends, a boy and a girl, whose friendship blossomed under a tree but eventually lost touch as they grew up.","['Joanne <> Person', 'Under The Tree <> Artwork/Film', 'April 5 <> Date', '9pm <> Time', 'Channel U <> Media Organization', 'incubator project <> Business Project', 'childhood friends <> Relationship', 'boy <> Person', 'girl <> Person', 'friendship <> Relationship', 'tree <> Natural Object', 'lost touch <> Relationship', 'grew up <> Age']"
How does the German Australian Shepherd get along with other (existing) pets and do you have any tips or advice for new German Australian Shepherd owners in terms of successful integration?,"['German Australian Shepherd <> breed', 'existing pets <> pet', 'new German Australian Shepherd owners <> owner', 'successful integration <> advice']"
"The DogExperts. info website aims to ask questions to breeders, vets and experienced owners to get the answers to your most frequently asked questions about the German Australian Shepherd breed of dog.","['DogExperts.info website <> website', 'breeders <> occupation', 'vets <> occupation', 'experienced owners <> occupation', 'German Australian Shepherd breed of dog <> dog breed']"
Where can I buy German Australian Shepherd rescue dogs or find a German Australian Shepherd for adoption?,"['German Australian Shepherd <> dog breed', 'rescue dogs <> adoption option']"
Do owners need to consider supplements for their German Australian Shepherd? How much did your German Australian Shepherd cost to buy?,"['owners <> Person/Group', 'supplements <> Product', 'German Australian Shepherd <> Animal', 'cost <> Financial', 'buy <> Transaction']"
Is it better to buy one German Australian Shepherd or two? Would the German Australian Shepherd be suitable as a guard dog?,"['German Australian Shepherd <> Dog breed', 'one <> Quantity', 'two <> Quantity', 'guard dog <> Job/Role']"
"A trip to the Super Bowl is one victory away, and fittingly, the New England Patriots are the final obstacle standing in the way.","['Super Bowl <> Event', 'New England Patriots <> Sports Team']"
Does the German Australian Shepherd smell or drool a lot? Do you have a German Australian Shepherd growth chart?,"['German Australian Shepherd <> dog breed', 'smell <> characteristic', 'drool <> characteristic', 'growth chart <> tool']"
"As a German Australian Shepherd breed expert, are there any ‘essential’ tips you would like to share with new owners?","['German Australian Shepherd <> dog breed', 'new owners <> dog owners', 'essential tips <> advice']"
"One thing that separates this game from several of those prior championships, however, is the venue.","['game <> sporting event', 'prior championships <> sporting event', 'venue <> location']"
We had so much fun riding the rapids and camping out under the stars.,"['rapids <> natural feature', 'camping <> activity', 'stars <> astronomical object']"
What types of owners are best suited to owning a German Australian Shepherd? What inspired you to become a breeder and did you start with the German Australian Shepherd?,"['owners <> people', 'German Australian Shepherd <> dog breed', 'breeder <> profession', '']"
Can I leave my German Australian Shepherd during the day while I go to work? What is the expected average lifespan of the German Australian Shepherd?,"['German Australian Shepherd <> Dog Breed', 'day <> Time Period', 'work <> Activity', 'expected average lifespan <> Life Expectancy', '']"
How is the German Australian Shepherd with children? Do you think the German Australian Shepherd is suitable for families with young children?,"['German Australian Shepherd <> Dog Breed', 'children <> Human Group', 'families <> Human Group', 'young children <> Human Group']"
"Simply print the forms, fill them out, and bring them with you to save some time at your appointment. If you have any questions, please call us today. We look forward to caring for you!","['forms <> document', 'appointment <> event', 'questions <> communication', 'caring <> action']"
Please note that buying or searching for a ‘cheap’ German Australian Shepherd can be false economy as they may have health issues that cost you far more in the long-term – always buy from a good and responsible breeder!,"['German Australian Shepherd <> breed of dog', 'health issues <> concern', 'responsible breeder <> breeder type']"
Are you looking to buy a German Australian Shepherd – then see our list of German Australian Shepherd breeders.,"['German Australian Shepherd <> dog breed', 'list <> information resource', 'German Shepherd <> dog breed', 'Australian Shepherd <> dog breed', 'breeders <> profession']"
"Service to create dashboards for business. Service for video conferences and collaboration. Solutions for business communications. Calls and collaboration. Online service for web conferences with support for presentations, desktop, chat, VoIP and video calls.","['Service to create dashboards for business <> Dashboard Creator', 'Service for video conferences and collaboration <> Video Conferencing Service', 'Solutions for business communications <> Business Communication Solutions', 'Calls and collaboration <> Collaboration and Calling Service', 'Online service for web conferences with support for presentations, desktop, chat, VoIP and video calls <> Web Conferencing Service']"
You’re not going to run into a long phone menu when you call me.,['phone menu <> customer support process']
I work in an industry built on trust.,"['industry <> field of work', 'trust <> value']"
Is the German Australian Shepherd ever crossed or mixed with other breeds of dog?,"['German Australian Shepherd <> dog breed', 'German Shepherd <> dog breed', 'Australian Shepherd <> dog breed', 'crossed/mixed <> breeding process']"
"And we don't guarantee prices here is exact the market price. It usually collected from various shops and sometimes just an estimation. However, If you found any mistake or broken link, please ""Click Here"" to inform us, make sure you mention the phone and model name.","['prices <> monetary value', 'market price <> monetary value', 'shops <> physical location', 'estimation <> approximation', 'mistake <> error', 'broken link <> technical issue', 'phone <> device', 'model name <> product identifier']"
"To prepare for your visit with your Ogden dentist, Dr. Dorny, we invite you to complete our patient forms. Completing our patient forms before your visit to our Lehi, UT dental office can help you to have a more comfortable, streamlined visit to our dental office.","['Ogden dentist <> Medical practitioner', 'Dr. Dorny <> Medical practitioner', 'patient forms <> Documentation', 'Lehi, UT dental office <> Medical facility']"
"If a product is unavailable, we will contact you shortly, by phone or by e-mail. If we already have received payment for such product we will refund you the amount of the purchase.","['product <> item', 'unavailable <> status', 'contact <> action', 'you <> person', 'shortly <> time', 'phone <> communication device', 'e-mail <> communication method', 'received payment <> transaction', 'refund <> action', 'amount <> quantity', 'purchase <> action']"
"To learn more about dental insurance, CareCredit, Compassionate Finance and our in-office payment plan, we welcome you to call our dental office in Lehi, Utah. Our friendly, knowledgeable team members are always happy to answer your questions.","['dental insurance <> service', 'CareCredit <> service', 'Compassionate Finance <> service', 'in-office payment plan <> service', 'Lehi <> location', 'Utah <> location']"
Interested in learning more about my services?,['my services <> service']
"Invite friends and family to share in your special day with beautiful heart wedding invitations from InvitationBox. com. Hearts are popular wedding symbols as they are often associated with love, commitment and happiness.","['InvitationBox.com <> Company', 'Hearts <> Symbol', 'Wedding invitations <> Product', 'Friends <> Group', 'Family <> Group', 'Special day <> Event']"
"On our Grand Canyon rafting trip, our guides took such great care of us and were extremely professional.","['Grand Canyon <> Location', 'rafting trip <> Activity', 'guides <> Role', 'professional <> Attribute']"
The Patriots have hosted all but two of their seven-consecutive title games since 2011 – falling in both contests – and Sunday’s game is set to take place within the raucous confines of Arrowhead Stadium.,"['The Patriots <> Sports team', 'seven-consecutive title games since 2011 <> Sporting event', 'Sunday <> Day of the week', 'Arrowhead Stadium <> Sports venue', '']"
"I have an account at a Bangkok Bank branch in Pattaya but am moving to Bangkok. What is the procedure for moving branches? Generally CLOSE in one, open in another. However, as is always here, it can vary from place to place and branch to branch.","['Bangkok Bank <> Bank', 'Pattaya <> City', 'Bangkok <> City', 'Procedure <> Process', 'Moving branches <> Action', 'Place <> Location', 'Branch <> Office']"
Our Three Day Grand Canyon Rafting Trip Was More Than We Could Have Hoped For!,"['Grand Canyon <> Natural Landmark', 'Three Day <> Time Period', 'Rafting Trip <> Adventure Activity', 'Hope <> Emotion']"
Hummus Elijah was created after Chef Elijah decided to fulfill his life dream and bring the authentic Mediterranean cuisine to the Philippines.,"['Chef Elijah <> Person', 'Mediterranean cuisine <> Cuisine', 'Philippines <> Location']"
Contact me. I will take the take to discuss options.,"['Contact <> Communication Method', 'options <> Discussion Topic']"
How would you describe the German Australian Shepherd temperament? What advice might you give to people thinking about whether they should buy a German Australian Shepherd over other breeds?,"['German Australian Shepherd <> Dog Breed', 'temperament <> Personality Trait', 'advice <> Guidance', 'buying a German Australian Shepherd <> Decision Making', 'other breeds <> Comparison']"
"When you contact me, I will provide the exceptional service I would want to experience.","['exceptional service <> service quality', 'experience <> customer satisfaction']"
This restaurant is located in the newly built Ayala mall U. P. Town Center along Katipunan. The idea of this restaurant is to serve simply authentic Greek food along with wines and the traditional Greek drink Ouzo.,"['Ayala mall U. P. Town Center <> Landmark', 'Katipunan <> Location', 'Greek food <> Cuisine', 'Wines <> Beverage', 'Greek drink Ouzo <> Beverage']"
They’ve been the model of success in the NFL over the past 20 years behind the duo of head coach Bill Belichick and quarterback Tom Brady – the most productive pairing in the history of the league – bringing five championships to Foxboro in that time.,"['NFL <> Organization', 'head coach <> Occupation', 'Bill Belichick <> Person', 'quarterback <> Occupation', 'Tom Brady <> Person', 'championships <> Event', 'Foxboro <> Location']"
"It’s official. An increasing number of Britons choose to stay in the UK for their holidays rather than travelling abroad. Whether you’re heading away for a long weekend or full week, the stats from the ABTA (Association of British Travel Agents) prove The British Staycation is here to stay.","['Britons <> Nationality', 'UK <> Country', 'holidays <> Leisure time', 'ABTA <> Organization', 'British Staycation <> Travel trend']"
This can only be achieved through communication and experienced support – from the first contact past my ten-year anniversary.,"['communication <> process', 'experienced support <> service', 'first contact <> event', 'ten-year anniversary <> milestone']"
"Reasons for this change are avoiding airport hassle, not leaving our pets behind, struggling with exchange rates and payments with different currencies, or even finding the closest foreign commonwealth office. A holiday abroad can cost more than staying in the UK.","['airport hassle <> inconvenience', 'pets <> companions', 'exchange rates and payments <> financial issues', 'foreign commonwealth office <> resource', 'holiday abroad <> travel opportunity', 'staying in the UK <> vacation option']"
This is a lot of gun from the famous Whitney Company.,['Whitney Company <> Business Entity']
The convenience store clerks will talk your ear off if you let them.,"['convenience store clerks <> occupation', 'talk your ear off <> behavior']"
No It wasn’t Friday night at at a Vegas casino it wasn’t even in Nevada.,"['Friday night <> Date/Time', 'Vegas casino <> Location', 'Nevada <> Location']"
These 10 typefaces would all feel at home on your parent’s vinyl collection from the 70s.,"['typefaces <> typography', ""parent's vinyl collection <> nostalgia"", '70s <> decade']"
Near him sit three count them three shopping carts full of the flotsam and jetsam he has collected from the streets on Sin.,"['shopping carts <> object', 'Sin <> location']"
Having to file at one location and braze at another was getting to be a pain the arse.,"['file <> task/job', 'location <> place', 'braze <> task/job', 'pain the arse <> discomfort']"
A little later and farther down the road you see a meeting on the roadside.,"['roadside <> location', 'meeting <> event']"
How many Candys or Biffs depending on your tastes and gender you knew.,"['Candys <> Food item', 'Biffs <> Unknown entity type']"
"Well, I finally have my new shop up and running and finished my first miter! And just brazed it to the seat tube. I must say it was nice having everything at my disposal in one space.","['new shop <> business entity', 'miter <> woodworking tool', 'seat tube <> bicycle part', 'brazed <> welding technique']"
We’ll work together to to find what best meets your needs.,"['to find <> action', 'together <> collaboration', 'needs <> necessity']"
This week the crazies came out in force the rodeo was here and there was a new moon.,"['the crazies <> group of people', 'rodeo <> event', 'new moon <> astronomical event']"
You can find bunch of seafood dishes and meat as well as their popular Saganki and Roka Salata. With lots of Mediterranean food to taste you can peek at this restaurant and see for yourself.,"['seafood dishes <> Food Item', 'meat <> Food Item', 'Saganki <> Food Item', 'Roka Salata <> Food Item', 'Mediterranean food <> Cuisine Type']"
"Girl in white cuffed pants, white Ne-net shirt, Abbey Road t-shirt and black straw hat.","['Girl <> Person', 'white cuffed pants <> Clothing Item', 'white Ne-net shirt <> Clothing Item', 'Abbey Road t-shirt <> Clothing Item', 'black straw hat <> Clothing Accessory']"
As lethally simple as the City of Sin is dangerously complex. Bryce Canyon is tucked away in a quiet rural part of Utah.,"['City of Sin <> Place', 'Bryce Canyon <> Place']"
Copyright © 2002-2017 A. Melo Photos & Graphics - All Rights Reserved.,"['A. Melo Photos & Graphics <> Company Name', 'Copyright <> Legal Term', 'All Rights Reserved <> Legal Term']"
In more modern times it might be the number of luxury cars he has parked in his garage or the number of companions named after food or months of the years.,"['luxury cars <> possession', 'companions <> naming convention', 'food <> naming convention', 'months of the year <> naming convention']"
"Click here for the latest menu. Besides these you can enjoy Mediterranean cuisine at Tapenade, Chaplin and various other places in Philippines.","['menu <> food and beverage', 'Mediterranean cuisine <> food and beverage', 'Tapenade <> food and beverage', 'Chaplin <> food and beverage', 'Philippines <> location']"
"Indeed, the Arrowhead faithful have done their part this season. Kansas City is 8-1 at home on the year, holding the opposition to just 17.","['Arrowhead faithful <> Fanbase', 'Kansas City <> City', 'Home <> Location', 'Opposition <> Sports team', '17 <> Score']"
This one has the serial number of 424 on the bottom of the handle. The 2-piece rosewood grips are intact and they have a great look. The brass frame still retains some of the original silvered finish in the protected areas.,"['serial number of 424 <> serial number', 'rosewood grips <> material', 'brass frame <> material', 'silvered finish <> finish']"
Or maybe even on your website in 2019—what’s uncool will always become cool again.,"['website <> platform', '2019 <> year', 'uncool <> trend', 'cool <> trend', 'again <> repetition']"
"Stylish Harajuku girl in wispy black dress with dipped hem and ruffled lace top. Cute blonde girl w/ twin ponytails, Strawberry Shortcake bag & hand painted shoes from Seattle.","['Harajuku girl <> Fashion style/type', 'black dress with dipped hem <> Clothing item', 'ruffled lace top <> Clothing item', 'blonde girl <> Physical appearance', 'twin ponytails <> Hairstyle', 'Strawberry Shortcake bag <> Fashion accessory', 'hand painted shoes <> Fashion item', 'Seattle <> Location']"
"The authentic taste comes from family recipes and from fresh, simple and tasteful ingredients straight from home. In every hummus from Hummus Elijah there is a bit of true Mediterranean culture and flavor.","['Hummus Elijah <> Brand Name', 'authentic taste <> Taste', 'family recipes <> Recipe', 'fresh ingredients <> Ingredient', 'simple ingredients <> Ingredient', 'tasteful ingredients <> Ingredient', 'home <> Place', 'Mediterranean culture <> Culture', 'flavor <> Taste']"
"Cute student in American Apparel t-shirt dress, black stocks & buckled Tokyo Bopper shoes. Friendly girls in summer outfits from Love, Adam et Rope, Milk and Lily Brown.","['Cute student <> person', 'American Apparel t-shirt dress <> clothing item', 'black stocks <> clothing item', 'buckled Tokyo Bopper shoes <> clothing item', 'Friendly girls <> group of people', 'summer outfits <> clothing item', 'Love, Adam et Rope, Milk and Lily Brown <> brands']"
"Okinawa Island Hotels is free HD wallpaper. This wallpaper was upload at April 19, 2019 upload by admin in .","['Okinawa Island Hotels <> Hotel', 'Okinawa Island <> Island', 'April 19, 2019 <> Date', 'Admin <> Person', 'HD <> Quality', 'Wallpaper <> Image', 'Upload <> Action']"
"Why people love Mediterranesn food is not only because of variety but also because it is quite healthy and nutritious be it the Feta cheese or vegetables like Pepperoncinis, Garbanzo Beans, Sesame or their popular Bulgur which is dried cracked whole wheat.","['Mediterranean food <> Cuisine', 'Feta cheese <> Cheese', 'Pepperoncinis <> Vegetable', 'Garbanzo Beans <> Legume', 'Sesame <> Seed', 'Bulgur <> Grain']"
We offer several payment plans to help you grow your business. Need an estimate for design work or website or have questions about our services.,"['payment plans <> Financial products/services', 'grow your business <> Business development', 'estimate <> Service inquiry', 'design work <> Creative services', 'website <> Digital services', 'services <> Business offerings', 'questions <> Service inquiry']"
Some looked like they had been drinking others like they were decidedly out of their element and might scream and run at any moment.,"['drinking <> activity/event', 'out of element <> emotional state', 'scream <> action', 'run <> action']"
"New England, of course, is no stranger to this moment. This Sunday’s contest will mark the Patriots’ 13th trip to the conference title game in the last 18 seasons and their eighth-straight.","['New England <> Region', 'Sunday <> Time', 'Patriots <> Sports team', 'conference title game <> Sports event', 'seasons <> Time period', 'eight-straight <> Number']"
It is like any other meeting in the City of Sin. Every type of meeting goer is there.,"['City of Sin <> Location', 'meeting goer <> Person/Role']"
12r-19etch1. We recommend that you upgrade your util-linux package.,"['util-linux <> software package', 'upgrade <> action']"
"There are no cocktail waitresses, slot machines and BTW Utah is a dry state for the most part.","['cocktail waitresses <> occupation', 'slot machines <> entertainment', 'Utah <> location', 'dry state <> law/regulation']"
Her photo was also displayed on the huge electronic billboard outside the Miracle Mile Shops on the Las Vegas Strip.,"['Her photo <> Person', 'Miracle Mile Shops <> Place']"
"Ashley Nebe was honored with a makeover at Dollheads Blowdry and Extensions Bar, a $500 shopping spree and tickets to ""Vegas!","['Ashley Nebe <> Person', 'Dollheads Blowdry and Extensions Bar <> Business', '$500 <> Money', 'Vegas <> Location']"
"The benefits and insurance office coordinates benefits for Grinnell College administrative, support, and bargaining unit employees; residence life coordinators; and faculty members.","['Grinnell College <> Organization', 'administrative employees <> Job Title', 'support employees <> Job Title', 'bargaining unit employees <> Job Title', 'residence life coordinators <> Job Title', 'faculty members <> Job Title', 'benefits <> Service', 'insurance <> Service']"
The Luxor Hotel and Casino is inviting teachers to experience two Strip experiences for free starting in September.,"['Luxor Hotel and Casino <> Hotel/Casino', 'teachers <> Occupation/Profession', 'Strip <> Tourist Destination', 'September <> Month']"
The half body sections are sized to match hook sizes.,"['half body sections <> fishing gear', 'hook sizes <> fishing gear']"
"Right from the starters, breakfast, meals, pizza snacks and dinner you can never feel short of tantalizing your taste buds here. Click here to know the menu.","['starters <> food item', 'breakfast <> meal type', 'meals <> meal type', 'pizza <> food item', 'snacks <> food item', 'dinner <> meal type']"
A teacher from Clark High School got the surprise of a lifetime by Miracle Mile Shops and Planet Hollywood Resort and Casino.,"['Clark High School <> Educational Institution', 'Miracle Mile Shops <> Shopping Center', 'Planet Hollywood Resort and Casino <> Hotel and Casino']"
In ancient societies a man was often judge by how many cattle or sheep he possessed or servants.,"['ancient societies <> society/culture', 'man <> social status', 'cattle <> livestock', 'sheep <> livestock', 'servants <> occupation']"
A Strip shopping mall will be hosting kids from two local high schools to show them how a major shopping center works.,"['Strip shopping mall <> shopping center', 'kids <> students', 'local high schools <> educational institutions', 'major shopping center <> shopping center']"
"We know how to develop an ongoing relationship with your prospects, and deliver them as sales-ready leads to your business.","['ongoing relationship <> relationship', 'prospects <> potential customers', 'sales-ready leads <> potential sales']"
There is the skinny short haired talker with the pert uhhh eyes sporting a trendy T shirt painfully groomed trendy haircut.,"['skinny talker <> person', 'short haired talker <> person', 'pert-eyed talker <> person', 'trendy T-shirt <> clothing', 'painfully groomed trendy haircut <> hairstyle']"
"For the leads that fill out a form, they often do so in exchange for some relevant content or a compelling offer.","['leads <> target audience', 'form <> action', 'relevant content <> incentive', 'compelling offer <> incentive']"
"This is a nice looking little gun. It is the gun known to collectors as the . 32 caliber Whitney Model No. 1-1/2 revolver. These were made from 1871 until 1879. According to Flayderman’s guide they only made about 15,000 of this model.","['Whitney Model No. 1-1/2 revolver <> firearm model', '.32 caliber <> firearm caliber', 'collectors <> group of people', 'Flayderman’s guide <> reference book', '15,000 <> quantity', 'model <> product type']"
Stick on eyes and proper size hooks are included.,"['Stick on eyes <> crafting supplies', 'Proper size hooks <> crafting supplies']"
